x,mu,sigma,f_exact
0.2732732732732733,0.9627497335072519,0.0011140276034332245,0.9619364418268552
0.27427427427427425,0.9624528370880512,0.0011137323426387105,0.9616515078089984
0.2752752752752753,0.9621547110846507,0.0011134363014293905,0.9613654470710508
0.27627627627627627,0.961855355304408,0.0011131398128061583,0.9610782586069225
0.2772772772772773,0.9615547695572673,0.00111284320817847,0.9607899414053521
0.2782782782782783,0.9612529536584304,0.0011125468171634828,0.9605004944498868
0.27927927927927926,0.9609499074235828,0.0011122509679328853,0.9602099167188632
0.2802802802802803,0.9606456306721611,0.001111955987309703,0.959918207185387
0.28128128128128127,0.9603401232276951,0.001111662199565985,0.9596253648173129
0.2822822822822823,0.9600333849159028,0.0011113699270157964,0.9593313885772246
0.2832832832832833,0.9597254155661403,0.001111079489708936,0.9590362774224148
0.28428428428428426,0.9594162150099805,0.001110791204723491,0.9587400303048643
0.2852852852852853,0.9591057830832028,0.0011105053871560094,0.9584426461712215
0.2862862862862863,0.9587941196235192,0.0011102223483123723,0.9581441239627818
0.2872872872872873,0.9584812244728482,0.001109942397345979,0.9578444626154664
0.2882882882882883,0.9581670974756946,0.0011096658406465328,0.9575436610598019
0.28928928928928926,0.9578517384795191,0.0011093929793757706,0.9572417182208984
0.2902902902902903,0.9575351473345677,0.001109124113305145,0.9569386330184287
0.2912912912912913,0.9572173238949517,0.001108859537399536,0.9566344043666066
0.2922922922922923,0.9568982680183069,0.0011085995434027519,0.956329031174165
0.2932932932932933,0.9565779795637184,0.0011083444184697225,0.956022512344335
0.29429429429429427,0.9562564583946198,0.00110809444625099,0.955714846774823
0.2952952952952953,0.9559337043776281,0.001107849905973919,0.9554060333577888
0.2962962962962963,0.9556097173817761,0.001107611072975669,0.9550960709798242
0.2972972972972973,0.955284497279365,0.0011073782166297853,0.9547849585219294
0.2982982982982983,0.954958043946732,0.0011071516032837478,0.9544726948594913
0.29929929929929927,0.9546303572617774,0.001106931493482911,0.9541592788622603
0.3003003003003003,0.9543014371068921,0.0011067181437051088,0.9538447093943277
0.3013013013013013,0.9539712833671388,0.001106511804485038,0.9535289853141028
0.3023023023023023,0.9536398959306212,0.001106312721597182,0.9532121054742891
0.3033033033033033,0.9533072746882283,0.0011061211358849717,0.9528940687218619
0.30430430430430433,0.9529734195344872,0.0011059372817344732,0.9525748738980434
0.3053053053053053,0.9526383303672219,0.0011057613891109334,0.9522545198382806
0.3063063063063063,0.9523020070866437,0.0011055936814802032,0.9519330053722201
0.3073073073073073,0.951964449597142,0.0011054343771431023,0.951610329323685
0.3083083083083083,0.9516256578053799,0.0011052836885119951,0.9512864905106501
0.30930930930930933,0.9512856316213174,0.0011051418209851393,0.9509614877452177
0.3103103103103103,0.9509443709587799,0.0011050089746337261,0.9506353198335937
0.3113113113113113,0.9506018757337245,0.001104885344132069,0.9503079855760614
0.3123123123123123,0.9502581458657744,0.0011047711163766993,0.9499794837669584
0.3133133133133133,0.9499131812779638,0.0011046664727778377,0.9496498131946499
0.31431431431431434,0.9495669818959982,0.0011045715881353448,0.949318972641505
0.3153153153153153,0.9492195476486245,0.0011044866300171697,0.9489869608838697
0.3163163163163163,0.9488708784682558,0.0011044117605507884,0.9486537766920428
0.3173173173173173,0.9485209742906591,0.0011043471340439171,0.9483194188302488
0.3183183183183183,0.9481698350539318,0.0011042928986767933,0.9479838860566132
0.31931931931931934,0.9478174606998948,0.0011042491955314013,0.9476471771231352
0.3203203203203203,0.9474638511734952,0.0011042161584758228,0.9473092907756618
